,iqr-Outlier,iqr-Prob,ifor-Score,ifor-Outlier,ifor-Prob,lof-Score,lof-Outlier,lof-Prob,ocsvm-Score,ocsvm-Outlier,svm-Prob,outlier,actual Outlier
4052,1,Likely an Outlier,0.0835529960044214,1,Maybe Outlier,1.041537317294352,1,Maybe Outlier,9.907312869004718,1,likely no Outlier,1, an Outlier
4051,1,Likely an Outlier,0.09191498357644162,1,Maybe Outlier,1.061480507921846,1,Maybe Outlier,9.907130395026417,1,likely no Outlier,1, an Outlier
4050,1,Likely an Outlier,0.05578837589181029,1,Maybe Outlier,1.5167649953756543,-1,Likely an Outlier,9.906935499424094,1,likely no Outlier,1, an Outlier
4049,1,Likely an Outlier,0.09277920023480757,1,Maybe Outlier,1.1066125192033294,1,Maybe Outlier,9.906761237424417,1,likely no Outlier,1, an Outlier
4048,1,Likely an Outlier,0.07583417036832307,1,Maybe Outlier,1.137253680764152,1,Maybe Outlier,9.906575143305208,1,likely no Outlier,1, an Outlier
4047,1,Likely an Outlier,0.0809007717046602,1,Maybe Outlier,1.0454819000216744,1,Maybe Outlier,9.90639159963646,1,likely no Outlier,1, an Outlier
4046,1,Likely an Outlier,0.06641670098191643,1,Maybe Outlier,0.9781403178509104,1,Likely no Outlier,9.906206047808471,1,likely no Outlier,1, an Outlier
4045,1,Likely an Outlier,0.07631494433666375,1,Maybe Outlier,1.018243606295845,1,Maybe Outlier,9.90601872455159,1,likely no Outlier,1, an Outlier
4044,-1,Likely no Outlier,-0.0551529753068255,-1,Maybe Outlier,1.1414035384789007,1,Maybe Outlier,9.905802426111261,1,likely no Outlier,-1, no Outlier
4043,1,Likely an Outlier,0.05485465744171025,1,Maybe Outlier,1.0962704419552787,1,Maybe Outlier,9.905641742612607,1,likely no Outlier,1, an Outlier
4042,1,Likely an Outlier,0.04781574532372046,1,Maybe Outlier,1.1601310992304152,1,Maybe Outlier,9.905454552881748,1,likely no Outlier,1, an Outlier
4041,1,Likely an Outlier,0.08207032974025624,1,Maybe Outlier,1.0076920527094249,1,Maybe Outlier,9.905271525202599,1,likely no Outlier,1, an Outlier
4040,1,Likely an Outlier,0.07445957497752975,1,Maybe Outlier,0.9937053221302957,1,Likely no Outlier,9.905083523092934,1,likely no Outlier,1, an Outlier
4039,1,Likely an Outlier,0.057049359214217055,1,Maybe Outlier,1.0761762707313796,1,Maybe Outlier,9.904892525838983,1,likely no Outlier,1, an Outlier
4038,1,Likely an Outlier,0.08424654804781012,1,Maybe Outlier,1.0069582687770229,1,Maybe Outlier,9.9047072661717,1,likely no Outlier,1, an Outlier
4037,1,Likely an Outlier,0.07104907159669538,1,Maybe Outlier,1.0410496851032964,1,Maybe Outlier,9.904517671035624,1,likely no Outlier,1, an Outlier
4036,-1,Likely no Outlier,-0.05249401099600148,-1,Maybe Outlier,1.1028622866054913,1,Maybe Outlier,9.904301667909607,1,likely no Outlier,-1, no Outlier
4035,1,Likely an Outlier,0.025891789662933706,1,Maybe Outlier,1.1699838078195481,1,Maybe Outlier,9.90412930894421,1,likely no Outlier,1, an Outlier
4034,-1,Likely no Outlier,0.023106737317941328,1,Maybe Outlier,1.1223468925562727,1,Maybe Outlier,9.903930368442483,1,likely no Outlier,1, an Outlier
4033,1,Likely an Outlier,0.05375536771910827,1,Maybe Outlier,0.9816780040734241,1,Likely no Outlier,9.903756999129062,1,likely no Outlier,1, an Outlier
4032,-1,Likely no Outlier,-0.05528390077031631,-1,Maybe Outlier,1.0771447767620015,1,Maybe Outlier,9.903543568924302,1,likely no Outlier,-1, no Outlier
4031,1,Likely an Outlier,0.0687849776156888,1,Maybe Outlier,0.9817376749108894,1,Likely no Outlier,9.903374064665083,1,likely no Outlier,1, an Outlier
4030,1,Likely an Outlier,0.08454942525231118,1,Maybe Outlier,1.0156449455047287,1,Maybe Outlier,9.903182377240427,1,likely no Outlier,1, an Outlier
4029,1,Likely an Outlier,0.0627166396847687,1,Maybe Outlier,1.0295694000825002,1,Maybe Outlier,9.902989804168643,1,likely no Outlier,1, an Outlier
4028,1,Likely an Outlier,0.05805657276628573,1,Maybe Outlier,0.9880144536409288,1,Likely no Outlier,9.90279693964502,1,likely no Outlier,1, an Outlier
4027,1,Likely an Outlier,0.0404143089613036,1,Maybe Outlier,1.1230266296428681,1,Maybe Outlier,9.902597993329989,1,likely no Outlier,1, an Outlier
4026,1,Likely an Outlier,0.02028906096001737,1,Maybe Outlier,1.1631418064324466,1,Maybe Outlier,9.902395893972436,1,likely no Outlier,1, an Outlier
4025,1,Likely an Outlier,0.0753426760152045,1,Maybe Outlier,0.9494534928675791,1,Likely no Outlier,9.902215803955727,1,likely no Outlier,1, an Outlier
4024,-1,Likely no Outlier,-0.06540675433642773,-1,Maybe Outlier,1.269661211234457,1,Likely an Outlier,9.90198434947395,1,likely no Outlier,-1, no Outlier
4023,-1,Likely no Outlier,-0.0541079302509343,-1,Maybe Outlier,3.5143100016652378,-1,Likely an Outlier,9.901751626109036,1,likely no Outlier,1, an Outlier
4022,1,Likely an Outlier,0.06533174561597765,1,Maybe Outlier,1.0080680310566392,1,Maybe Outlier,9.901631259011952,1,likely no Outlier,1, an Outlier
4021,1,Likely an Outlier,0.07075447480860109,1,Maybe Outlier,0.9867910290421513,1,Likely no Outlier,9.901435334794265,1,likely no Outlier,1, an Outlier
4020,1,Likely an Outlier,0.07099947976917198,1,Maybe Outlier,0.9510753980032485,1,Likely no Outlier,9.901239450966193,1,likely no Outlier,1, an Outlier
4019,1,Likely an Outlier,0.062182288215892334,1,Maybe Outlier,0.9510753980032485,1,Likely no Outlier,9.901040980612672,1,likely no Outlier,1, an Outlier
4018,1,Likely an Outlier,0.05090925931127477,1,Maybe Outlier,1.0032663905197783,1,Maybe Outlier,9.900845985857861,1,likely no Outlier,1, an Outlier
4017,1,Likely an Outlier,0.01760875356680003,1,Maybe Outlier,1.125615190131834,1,Maybe Outlier,9.900642902452871,1,likely no Outlier,1, an Outlier
4016,-1,Likely no Outlier,-0.0758142873853308,-1,Maybe Outlier,1.2706118473613373,1,Likely an Outlier,9.900408093345428,1,likely no Outlier,-1, no Outlier
4015,1,Likely an Outlier,0.05507783046827941,1,Maybe Outlier,1.0759698047074946,1,Maybe Outlier,9.900252607877528,1,likely no Outlier,1, an Outlier
4014,1,Likely an Outlier,0.011749831770726082,1,Maybe Outlier,1.092105292051214,1,Maybe Outlier,9.900046076911007,1,likely no Outlier,1, an Outlier
4013,-1,Likely no Outlier,-0.09273325170914504,-1,Maybe Outlier,2.175743787730627,-1,Likely an Outlier,9.89966499383933,1,likely no Outlier,-1, no Outlier
4012,1,Likely an Outlier,0.04889166245461751,1,Maybe Outlier,1.0737268058258815,1,Maybe Outlier,9.899655914617226,1,likely no Outlier,1, an Outlier
4011,1,Likely an Outlier,0.04647138600654288,1,Maybe Outlier,1.0189689729964972,1,Maybe Outlier,9.899455261574122,1,likely no Outlier,1, an Outlier
4010,-1,Likely no Outlier,-0.08397284929768845,-1,Maybe Outlier,1.22949496214984,1,Likely an Outlier,9.89923750889261,1,likely no Outlier,-1, no Outlier
4009,1,Likely an Outlier,0.043272917721615456,1,Maybe Outlier,1.0254536907557577,1,Maybe Outlier,9.899055396016292,1,likely no Outlier,1, an Outlier
4008,1,Likely an Outlier,-0.015026045921466058,-1,Maybe Outlier,1.2128559731778585,1,Likely an Outlier,9.898846262732402,1,likely no Outlier,1, an Outlier
4007,1,Likely an Outlier,0.009254063144605418,1,Maybe Outlier,0.9794338935679237,1,Likely no Outlier,9.898651497850748,1,likely no Outlier,1, an Outlier
4006,1,Likely an Outlier,-0.004268860746166503,-1,Maybe Outlier,0.9073539842976845,1,Likely no Outlier,9.898448372732885,1,likely no Outlier,1, an Outlier
4005,1,Likely an Outlier,0.00782712474538394,1,Maybe Outlier,0.9766772404094579,1,Likely no Outlier,9.898249021524181,1,likely no Outlier,1, an Outlier
4004,-1,Likely no Outlier,-0.0915137415659052,-1,Maybe Outlier,1.5972624924289558,1,Likely an Outlier,9.89800361260899,-1,likely no Outlier,-1, no Outlier
4003,1,Likely an Outlier,0.019651505438665007,1,Maybe Outlier,0.9873780043714419,1,Likely no Outlier,9.897841475661284,-1,likely no Outlier,1, an Outlier
4002,1,Likely an Outlier,0.027985127001952548,1,Maybe Outlier,1.0583172700812005,1,Maybe Outlier,9.897640009112365,-1,likely no Outlier,1, an Outlier
4001,1,Likely an Outlier,-0.002337563695317124,-1,Maybe Outlier,1.1010348450687895,1,Maybe Outlier,9.897434662507498,-1,likely no Outlier,1, an Outlier
4000,1,Likely an Outlier,0.002314721343224413,1,Maybe Outlier,1.1244979374117867,1,Maybe Outlier,9.897231953669042,-1,likely no Outlier,1, an Outlier
5999,-1,Likely no Outlier,-0.1825960906830829,-1,Likely no Outlier,11.992302553090228,-1,Likely an Outlier,9.907664302764625,-1,likely no Outlier,-1, no Outlier
5998,1,Likely an Outlier,0.0225176942280344,1,Maybe Outlier,1.1487438783354198,1,Maybe Outlier,9.912018978733752,-1,likely no Outlier,1, an Outlier
5997,1,Likely an Outlier,0.04077581340305858,1,Maybe Outlier,1.1111522784608594,1,Maybe Outlier,9.912205005501615,-1,likely no Outlier,1, an Outlier
5996,1,Likely an Outlier,0.025682786787464162,1,Maybe Outlier,1.1414538140353996,1,Maybe Outlier,9.912514966990233,1,likely no Outlier,1, an Outlier
5995,1,Likely an Outlier,0.017782348533661896,1,Maybe Outlier,1.1836165995489196,1,Maybe Outlier,9.912795022845653,1,likely no Outlier,1, an Outlier
5994,-1,Likely no Outlier,-0.18159539593038565,-1,Likely no Outlier,11.898360024352955,-1,Likely an Outlier,9.908742755004415,-1,likely no Outlier,-1, no Outlier
5993,1,Likely an Outlier,0.0253517432463779,1,Maybe Outlier,1.1766599317592963,1,Maybe Outlier,9.912861488058669,1,likely no Outlier,1, an Outlier
5992,1,Likely an Outlier,0.04269304237506344,1,Maybe Outlier,1.0277879364022435,1,Maybe Outlier,9.913209249319946,1,likely no Outlier,1, an Outlier
5991,1,Likely an Outlier,0.04005595024192199,1,Maybe Outlier,0.9145756950739041,1,Likely no Outlier,9.913374049359957,1,likely no Outlier,1, an Outlier
5990,1,Likely an Outlier,0.04771457736262397,1,Maybe Outlier,0.9259493782790325,1,Likely no Outlier,9.913405457702138,1,likely no Outlier,1, an Outlier
5989,1,Likely an Outlier,0.04386076420113216,1,Maybe Outlier,0.9886530779228551,1,Likely no Outlier,9.913668693911237,1,likely no Outlier,1, an Outlier
5988,-1,Likely no Outlier,-0.17922472386352906,-1,Likely no Outlier,11.836020285017222,-1,Likely an Outlier,9.90980160436516,-1,likely no Outlier,-1, no Outlier
5987,1,Likely an Outlier,0.04611323859728644,1,Maybe Outlier,0.9707267900621066,1,Likely no Outlier,9.913912798412007,1,likely no Outlier,1, an Outlier
5986,1,Likely an Outlier,0.04992630838392431,1,Maybe Outlier,0.9689423666188045,1,Likely no Outlier,9.914207148640548,1,likely no Outlier,1, an Outlier
5985,1,Likely an Outlier,0.0401732397621275,1,Maybe Outlier,1.0823166812604377,1,Maybe Outlier,9.91443915701667,1,likely no Outlier,1, an Outlier
5984,1,Likely an Outlier,0.054280945815892157,1,Maybe Outlier,1.0212582501575826,1,Maybe Outlier,9.914373676997409,1,likely no Outlier,1, an Outlier
5983,1,Likely an Outlier,0.051496877322714685,1,Maybe Outlier,1.0430112294270493,1,Maybe Outlier,9.914547158783625,1,likely no Outlier,1, an Outlier
5982,1,Likely an Outlier,0.04491649708828416,1,Maybe Outlier,1.0941140690278126,1,Maybe Outlier,9.91493255744218,1,likely no Outlier,1, an Outlier
5981,1,Likely an Outlier,0.06671783732259179,1,Maybe Outlier,0.9828493187840968,1,Likely no Outlier,9.914941979754873,1,likely no Outlier,1, an Outlier
5980,1,Likely an Outlier,0.047076302789150204,1,Maybe Outlier,1.1157745047017291,1,Maybe Outlier,9.915282200681645,1,Maybe Outlier,1, an Outlier
5979,1,Likely an Outlier,0.055582604236708244,1,Maybe Outlier,1.0118350072520523,1,Maybe Outlier,9.915227189024279,1,Maybe Outlier,1, an Outlier
5978,1,Likely an Outlier,0.06970459954159008,1,Maybe Outlier,0.9560690097457547,1,Likely no Outlier,9.915431344315484,1,Maybe Outlier,1, an Outlier
5977,1,Likely an Outlier,0.058955839982988256,1,Maybe Outlier,1.0142066514710133,1,Maybe Outlier,9.915681296080184,1,Maybe Outlier,1, an Outlier
5976,1,Likely an Outlier,0.055525484270947056,1,Maybe Outlier,0.9588898870598885,1,Likely no Outlier,9.915689009421552,1,Maybe Outlier,1, an Outlier
5975,1,Likely an Outlier,0.06095058562643252,1,Maybe Outlier,0.9560538526569061,1,Likely no Outlier,9.916002826770319,1,Maybe Outlier,1, an Outlier
5974,1,Likely an Outlier,0.07827521092046769,1,Maybe Outlier,1.0552561952966066,1,Maybe Outlier,9.916079120246534,1,Maybe Outlier,1, an Outlier
5973,1,Likely an Outlier,0.05844410013811624,1,Maybe Outlier,0.9856419998075149,1,Likely no Outlier,9.916351108039137,1,Maybe Outlier,1, an Outlier
5972,1,Likely an Outlier,0.046102786451550526,1,Maybe Outlier,0.9780557034930378,1,Likely no Outlier,9.91630822617706,1,Maybe Outlier,1, an Outlier
5971,1,Likely an Outlier,0.061204955409481454,1,Maybe Outlier,0.9591197735739009,1,Likely no Outlier,9.916549479981928,1,Maybe Outlier,1, an Outlier
5970,-1,Likely no Outlier,-0.08828590486791854,-1,Maybe Outlier,3.600807476594942,-1,Likely an Outlier,9.916107309071474,1,Maybe Outlier,-1, no Outlier
5969,1,Likely an Outlier,0.06867166206774633,1,Maybe Outlier,1.011632930606994,1,Maybe Outlier,9.91697535239181,1,Maybe Outlier,1, an Outlier
5968,1,Likely an Outlier,0.07723424599609785,1,Maybe Outlier,1.093757888295102,1,Maybe Outlier,9.91701572728026,1,Maybe Outlier,1, an Outlier
5967,1,Likely an Outlier,0.07280792230671834,1,Maybe Outlier,0.9621773214489086,1,Likely no Outlier,9.917284917052974,1,Maybe Outlier,1, an Outlier
5966,1,Likely an Outlier,0.0616625552688676,1,Maybe Outlier,1.0156010511200508,1,Maybe Outlier,9.917291623732368,1,Maybe Outlier,1, an Outlier
5965,1,Likely an Outlier,0.06998815602403413,1,Maybe Outlier,1.0078172830612042,1,Maybe Outlier,9.917648564262661,1,Maybe Outlier,1, an Outlier
5964,1,Likely an Outlier,0.06832213363438377,1,Maybe Outlier,0.9765865463669886,1,Likely no Outlier,9.91762473804716,1,Maybe Outlier,1, an Outlier
5963,1,Likely an Outlier,0.06344693822379743,1,Maybe Outlier,1.0244686841311759,1,Maybe Outlier,9.91791976974888,1,Maybe Outlier,1, an Outlier
5962,1,Likely an Outlier,0.06594038997961382,1,Maybe Outlier,0.9918039494616033,1,Likely no Outlier,9.917948770245712,1,Maybe Outlier,1, an Outlier
5961,1,Likely an Outlier,0.07655294491381215,1,Maybe Outlier,0.9469199835266477,1,Likely no Outlier,9.918210980632841,1,Maybe Outlier,1, an Outlier
5960,1,Likely an Outlier,0.06257505328963237,1,Maybe Outlier,1.020676542789118,1,Maybe Outlier,9.918480686118762,1,Maybe Outlier,1, an Outlier
5959,1,Likely an Outlier,0.07754949764011282,1,Maybe Outlier,1.0145587383157808,1,Maybe Outlier,9.918435358906708,1,Maybe Outlier,1, an Outlier
5958,1,Likely an Outlier,-0.049222229225245995,-1,Maybe Outlier,1.1270366314719362,1,Maybe Outlier,9.918472983568392,1,Maybe Outlier,-1, no Outlier
5957,1,Likely an Outlier,0.06703247626084102,1,Maybe Outlier,1.131168270437597,1,Maybe Outlier,9.918926454811524,1,Maybe Outlier,1, an Outlier
5956,1,Likely an Outlier,0.07850875171782307,1,Maybe Outlier,0.9931013487356921,1,Likely no Outlier,9.91899124656261,1,Maybe Outlier,1, an Outlier
5955,1,Likely an Outlier,0.08074763195107632,1,Maybe Outlier,0.9939105653162071,1,Likely no Outlier,9.919057551678987,1,Maybe Outlier,1, an Outlier
5954,1,Likely an Outlier,0.045321232404084144,1,Maybe Outlier,1.149821881968112,1,Maybe Outlier,9.919500111830477,1,Maybe Outlier,1, an Outlier
5953,1,Likely an Outlier,-0.04306302035766285,-1,Maybe Outlier,1.3371850784128996,1,Likely an Outlier,9.919221336848256,1,Maybe Outlier,-1, no Outlier
5952,1,Likely an Outlier,0.09140180346831922,1,Maybe Outlier,0.9974620768913303,1,Likely no Outlier,9.919570239956988,1,Maybe Outlier,1, an Outlier
5951,1,Likely an Outlier,0.08002698227217431,1,Maybe Outlier,1.035559213847033,1,Maybe Outlier,9.919674355547192,1,Maybe Outlier,1, an Outlier
5950,1,Likely an Outlier,0.054338640117314485,1,Maybe Outlier,1.224968636071197,1,Likely an Outlier,9.9200155857827,1,Maybe Outlier,1, an Outlier
5949,1,Likely an Outlier,0.07078219627635363,1,Maybe Outlier,1.0272053770802299,1,Maybe Outlier,9.92001854162054,1,Maybe Outlier,1, an Outlier
5948,1,Likely an Outlier,0.061455025357041004,1,Maybe Outlier,1.3210393690431137,1,Likely an Outlier,9.920357180126706,1,Maybe Outlier,1, an Outlier
5947,1,Likely an Outlier,0.09065280737366971,1,Maybe Outlier,0.964121131126365,1,Likely no Outlier,9.920359626067045,1,Maybe Outlier,1, an Outlier
5946,1,Likely an Outlier,0.0913077261178265,1,Maybe Outlier,0.9591159513818889,1,Likely no Outlier,9.920462741478305,1,Maybe Outlier,1, an Outlier
5945,1,Likely an Outlier,0.08122748337977903,1,Maybe Outlier,1.0666687526502543,1,Maybe Outlier,9.920678190998617,1,Maybe Outlier,1, an Outlier
5944,1,Likely an Outlier,-0.0452046695570586,-1,Maybe Outlier,1.8996865053248633,-1,Likely an Outlier,9.920568298858782,1,Maybe Outlier,-1, no Outlier
5943,1,Likely an Outlier,0.07010337309922204,1,Maybe Outlier,0.9894457727358443,1,Likely no Outlier,9.920954038249413,1,Maybe Outlier,1, an Outlier
5942,1,Likely an Outlier,0.04399352554824487,1,Maybe Outlier,1.0412696093747607,1,Maybe Outlier,9.921202704373297,1,Maybe Outlier,1, an Outlier
5941,1,Likely an Outlier,0.09131003240078989,1,Maybe Outlier,1.049174391043226,1,Maybe Outlier,9.921266637809063,1,Maybe Outlier,1, an Outlier
5940,1,Likely an Outlier,0.08721991182124567,1,Maybe Outlier,1.0320775857968008,1,Maybe Outlier,9.921464153872474,1,Maybe Outlier,1, an Outlier
5939,1,Likely an Outlier,-0.02195311571590486,-1,Maybe Outlier,0.9671502672918189,1,Likely no Outlier,9.921527986973144,1,Maybe Outlier,-1, no Outlier
5938,1,Likely an Outlier,0.09792190267011575,1,Maybe Outlier,0.9984351185385105,1,Likely no Outlier,9.921666699255205,1,Maybe Outlier,1, an Outlier
5937,1,Likely an Outlier,0.09003671929653634,1,Maybe Outlier,0.9573847481164796,1,Likely no Outlier,9.921879451424681,1,Maybe Outlier,1, an Outlier
5936,1,Likely an Outlier,0.06381891469570022,1,Maybe Outlier,0.9782956770975557,1,Likely no Outlier,9.921927255420155,1,Maybe Outlier,1, an Outlier
5935,1,Likely an Outlier,0.09910135708540235,1,Maybe Outlier,0.9510020542352109,1,Likely no Outlier,9.922161516559349,1,Maybe Outlier,1, an Outlier
5934,1,Likely an Outlier,0.09866004277708051,1,Maybe Outlier,1.0259585775898594,1,Maybe Outlier,9.922309483174454,1,Maybe Outlier,1, an Outlier
5933,1,Likely an Outlier,0.10288600715910318,1,Likely an Outlier,1.0392839513389713,1,Maybe Outlier,9.922408218522241,1,Maybe Outlier,1, an Outlier
5932,1,Likely an Outlier,0.1038599714749095,1,Likely an Outlier,0.9928535114948567,1,Likely no Outlier,9.922580129040236,1,Maybe Outlier,1, an Outlier
5931,1,Likely an Outlier,0.07923751139995949,1,Maybe Outlier,1.0123460198156216,1,Maybe Outlier,9.922763848382207,1,Maybe Outlier,1, an Outlier
5930,-1,Likely no Outlier,-0.04683140201606251,-1,Maybe Outlier,2.4794342893059067,-1,Likely an Outlier,9.922567970365169,1,Maybe Outlier,-1, no Outlier
5929,-1,Likely no Outlier,-0.07468396180736925,-1,Maybe Outlier,2.7464916240882835,-1,Likely an Outlier,9.922659091806896,1,Maybe Outlier,-1, no Outlier
5928,-1,Likely no Outlier,-0.0869950531064414,-1,Maybe Outlier,1.675627700283996,1,Likely an Outlier,9.923653857440234,1,Maybe Outlier,-1, no Outlier
5927,1,Likely an Outlier,0.10599938514974033,1,Likely an Outlier,0.9554422369906017,1,Likely no Outlier,9.923311533337692,1,Maybe Outlier,1, an Outlier
5926,1,Likely an Outlier,-0.021424521841253985,-1,Maybe Outlier,0.9752660874857989,1,Likely no Outlier,9.92339282671706,1,Maybe Outlier,-1, no Outlier
5925,1,Likely an Outlier,0.10343965705445513,1,Likely an Outlier,1.0617416073693025,1,Maybe Outlier,9.923577116884212,1,Maybe Outlier,1, an Outlier
5924,1,Likely an Outlier,0.1030139213681624,1,Likely an Outlier,1.0507830437353114,1,Maybe Outlier,9.923721711644557,1,Maybe Outlier,1, an Outlier
5923,1,Likely an Outlier,0.10454029935343584,1,Likely an Outlier,0.9599597980064706,1,Likely no Outlier,9.923890586575832,1,Maybe Outlier,1, an Outlier
5922,1,Likely an Outlier,0.07982795156503392,1,Maybe Outlier,0.939598940598564,1,Likely no Outlier,9.924022732875402,1,Maybe Outlier,1, an Outlier
5921,-1,Likely no Outlier,0.02252868226845095,1,Maybe Outlier,1.2935493499252468,1,Likely an Outlier,9.924475748362166,1,Maybe Outlier,1, an Outlier
5920,-1,Likely no Outlier,-0.08016350185385379,-1,Maybe Outlier,1.3203995655091212,1,Likely an Outlier,9.92468721273481,1,Maybe Outlier,-1, no Outlier
5919,1,Likely an Outlier,0.10905945332917893,1,Likely an Outlier,1.0119795859890153,1,Maybe Outlier,9.924464243041959,1,Maybe Outlier,1, an Outlier
5918,1,Likely an Outlier,0.09648553798962173,1,Maybe Outlier,1.0902481569175906,1,Maybe Outlier,9.924669688152429,1,Maybe Outlier,1, an Outlier
5917,1,Likely an Outlier,0.06942909306547612,1,Maybe Outlier,1.184661243994546,1,Maybe Outlier,9.924887323637314,1,Maybe Outlier,1, an Outlier
5916,1,Likely an Outlier,0.10506575184749767,1,Likely an Outlier,0.9612481462721482,1,Likely no Outlier,9.924866326228017,1,Maybe Outlier,1, an Outlier
5915,1,Likely an Outlier,0.08500369106589445,1,Maybe Outlier,1.061780152968851,1,Maybe Outlier,9.925093018780245,1,Maybe Outlier,1, an Outlier
5914,1,Likely an Outlier,0.10483372869266133,1,Likely an Outlier,0.980256552772665,1,Likely no Outlier,9.925149106185065,1,Maybe Outlier,1, an Outlier
5913,-1,Likely no Outlier,-0.04542693739239878,-1,Maybe Outlier,1.2452496392248367,1,Likely an Outlier,9.925613569663701,1,Maybe Outlier,-1, no Outlier
5912,-1,Likely no Outlier,-0.07666398475711134,-1,Maybe Outlier,1.1784583145867438,1,Maybe Outlier,9.925802214827463,1,Maybe Outlier,-1, no Outlier
5911,1,Likely an Outlier,0.10982976609201495,1,Likely an Outlier,0.9806124333356205,1,Likely no Outlier,9.925595361932158,1,Maybe Outlier,1, an Outlier
5910,-1,Likely no Outlier,-0.04191822406919632,-1,Maybe Outlier,1.9093621489417074,-1,Likely an Outlier,9.925390264162317,1,Maybe Outlier,1, an Outlier
5909,1,Likely an Outlier,0.0968459531312576,1,Maybe Outlier,0.9684568571602838,1,Likely no Outlier,9.92593763955185,1,Maybe Outlier,1, an Outlier
5908,1,Likely an Outlier,-0.03062296613230364,-1,Maybe Outlier,1.3176918736730914,1,Likely an Outlier,9.925845968834835,1,Maybe Outlier,-1, no Outlier
5907,1,Likely an Outlier,0.1042211792853569,1,Likely an Outlier,0.9812441340584955,1,Likely no Outlier,9.926128206243371,1,Maybe Outlier,1, an Outlier
5906,1,Likely an Outlier,0.09630745079528852,1,Maybe Outlier,1.0800113362146855,1,Maybe Outlier,9.926363139296194,1,Maybe Outlier,1, an Outlier
5905,1,Likely an Outlier,0.07641177378936825,1,Maybe Outlier,1.0977770381949863,1,Maybe Outlier,9.926581635688603,1,Maybe Outlier,1, an Outlier
5904,1,Likely an Outlier,0.10621473759110711,1,Likely an Outlier,0.937962865159766,1,Likely no Outlier,9.926567373915896,1,Maybe Outlier,1, an Outlier
5903,1,Likely an Outlier,0.05000497888836286,1,Maybe Outlier,1.1681996974518518,1,Maybe Outlier,9.926587254085458,1,Maybe Outlier,1, an Outlier
5902,1,Likely an Outlier,0.04978794450008983,1,Maybe Outlier,1.0301428152851255,1,Maybe Outlier,9.926975604507568,1,Maybe Outlier,1, an Outlier
5901,-1,Likely no Outlier,0.005166778233936187,1,Maybe Outlier,1.5529884985157947,-1,Likely an Outlier,9.92735315883618,1,Maybe Outlier,1, an Outlier
5900,1,Likely an Outlier,0.06896123661495834,1,Maybe Outlier,1.1404656695855897,1,Maybe Outlier,9.92715668270552,1,Maybe Outlier,1, an Outlier
5899,-1,Likely no Outlier,-0.07371064544291706,-1,Maybe Outlier,1.62114033468517,-1,Likely an Outlier,9.927890173183172,1,Maybe Outlier,-1, no Outlier
5898,1,Likely an Outlier,0.09474466804487025,1,Maybe Outlier,0.9801118464611804,1,Likely no Outlier,9.92733778875247,1,Maybe Outlier,1, an Outlier
5897,1,Likely an Outlier,0.10215586929046155,1,Likely an Outlier,0.9801118464611802,1,Likely no Outlier,9.927498229489503,1,Maybe Outlier,1, an Outlier
5896,1,Likely an Outlier,0.08286065160377382,1,Maybe Outlier,0.95590495401906,1,Likely no Outlier,9.927646217378955,1,Maybe Outlier,1, an Outlier
5895,1,Likely an Outlier,0.10393613041067556,1,Likely an Outlier,1.0054706449610324,1,Maybe Outlier,9.927792797757444,1,Maybe Outlier,1, an Outlier
5894,1,Likely an Outlier,0.08385543772819148,1,Maybe Outlier,1.279249859879433,1,Likely an Outlier,9.928101409543528,1,Maybe Outlier,1, an Outlier
5893,1,Likely an Outlier,0.10291295144902568,1,Likely an Outlier,1.0206762245701064,1,Maybe Outlier,9.928076489231378,1,Maybe Outlier,1, an Outlier
5892,1,Likely an Outlier,0.0975023821578338,1,Maybe Outlier,0.9492732400810115,1,Likely no Outlier,9.928234344129818,1,Maybe Outlier,1, an Outlier
5891,1,Likely an Outlier,0.09505180505477462,1,Maybe Outlier,1.0008950603555968,1,Maybe Outlier,9.928398098580999,1,Maybe Outlier,1, an Outlier
5890,1,Likely an Outlier,0.08528843589519658,1,Maybe Outlier,1.0008950603555968,1,Maybe Outlier,9.92844999750451,1,Maybe Outlier,1, an Outlier
5889,1,Likely an Outlier,0.08550640519159991,1,Maybe Outlier,1.185070241863493,1,Maybe Outlier,9.928768688781778,1,Maybe Outlier,1, an Outlier
5888,1,Likely an Outlier,0.0350131906018436,1,Maybe Outlier,1.3058812183913726,1,Likely an Outlier,9.928984229899594,1,Maybe Outlier,1, an Outlier
5887,1,Likely an Outlier,0.09158733359180271,1,Maybe Outlier,1.0981334938287681,1,Maybe Outlier,9.928919610522653,1,Maybe Outlier,1, an Outlier
5886,-1,Likely no Outlier,-0.0037859456901254696,-1,Maybe Outlier,1.656835893809196,-1,Likely an Outlier,9.929401366936677,1,Maybe Outlier,1, an Outlier
5885,1,Likely an Outlier,0.0796269021720506,1,Maybe Outlier,1.051727251794545,1,Maybe Outlier,9.929060626517177,1,Maybe Outlier,1, an Outlier
5884,-1,Likely no Outlier,-0.06592233516020796,-1,Maybe Outlier,1.9513050398031606,-1,Likely an Outlier,9.929764182330223,1,Maybe Outlier,-1, no Outlier
5883,1,Likely an Outlier,0.08894290474169453,1,Maybe Outlier,1.0047243257246081,1,Maybe Outlier,9.929424725528431,1,Maybe Outlier,1, an Outlier
5882,1,Likely an Outlier,0.10381079338729277,1,Likely an Outlier,1.031690446156969,1,Maybe Outlier,9.929505248078971,1,Maybe Outlier,1, an Outlier
